Crop,Nitrogen_N,Phosphorus_P,Potassium_K,pH,Rainfall_mm,Temperature_C,Humidity_percent,Land_Size_hectares,Scheme
Lentil,15.7,59.7,23.0,7.3,52.9,26.0,65.1,3.33,State Subsidy A
Banana,104.5,79.2,49.3,6.1,103.7,26.7,79.2,3.89,Kisan Credit Card
Lentil,32.8,73.2,24.0,6.1,39.0,18.1,64.2,1.18,Kisan Credit Card
Rice,67.5,47.9,37.7,7.0,267.2,24.2,93.3,2.23,Fasal Bima Yojana
Mango,37.9,32.3,28.2,5.2,93.3,33.6,53.9,2.38,Kisan Credit Card
Maize,62.6,55.1,21.4,6.1,64.6,22.5,61.9,5.19,Fasal Bima Yojana
Coffee,114.7,17.7,33.3,7.0,126.7,23.5,57.9,1.44,State Subsidy A
Apple,21.2,136.1,201.3,6.0,109.9,21.6,94.5,1.25,Paramparagat Krishi
Coffee,81.3,21.5,26.9,6.6,183.7,24.7,53.4,0.68,Kisan Credit Card
Grapes,19.3,133.5,200.2,5.9,73.6,27.1,81.5,2.63,Fasal Bima Yojana
Maize,98.2,37.6,19.1,6.0,62.7,18.8,70.9,1.36,PM-Kisan
Kidneybeans,37.8,71.8,24.7,5.7,137.2,22.0,20.0,1.48,PM-Kisan
Pigeonpeas,31.1,59.4,23.2,5.0,155.6,29.1,56.7,3.13,Paramparagat Krishi
Cotton,104.6,50.5,20.8,7.3,73.3,23.2,50.1,1.56,Paramparagat Krishi
Banana,110.7,82.6,52.4,5.7,95.8,27.7,81.6,0.99,Kisan Credit Card
Orange,26.4,15.6,7.2,6.4,105.7,13.3,93.5,1.71,PM-Kisan
Pomegranate,34.7,23.0,40.1,7.2,113.5,22.5,89.6,3.88,Paramparagat Krishi
Apple,38.1,144.4,198.2,6.0,118.9,21.8,90.3,2.12,Fasal Bima Yojana
Pigeonpeas,27.0,69.0,20.2,5.7,149.5,21.6,42.1,5.45,State Subsidy A
Chickpea,43.7,65.6,82.7,6.3,60.9,17.4,23.0,1.15,Kisan Credit Card
Grapes,23.1,127.7,198.6,5.7,70.8,30.9,81.8,4.67,PM-Kisan
Mothbeans,21.4,52.9,24.3,7.2,53.7,28.6,61.5,6.79,Kisan Credit Card
Rice,74.8,35.2,41.0,6.1,275.1,21.5,84.6,1.32,Kisan Credit Card
Rice,66.0,36.5,43.7,6.4,217.7,21.7,80.1,3.66,Paramparagat Krishi
Chickpea,53.7,59.1,78.7,6.7,86.4,21.8,24.9,1.53,Fasal Bima Yojana
Jute,86.3,48.1,35.3,7.2,187.5,23.4,80.4,2.16,State Subsidy A
Banana,114.2,82.7,49.2,5.8,102.6,28.9,77.4,0.52,PM-Kisan
Papaya,58.8,58.9,45.6,6.5,172.5,36.5,92.4,1.4,Kisan Credit Card
Grapes,35.7,144.8,203.7,6.3,65.4,18.4,80.0,3.78,State Subsidy A
Orange,19.3,15.2,14.7,6.5,108.3,25.6,94.7,2.92,State Subsidy A
Mungbean,15.5,50.2,17.7,6.5,44.3,29.7,80.4,3.46,Soil Health Card
Chickpea,51.3,60.3,82.4,6.7,84.3,17.4,16.1,3.64,State Subsidy A
Cotton,116.8,46.5,22.7,7.4,70.8,25.9,68.4,0.72,PM-Kisan
Muskmelon,82.7,16.7,53.7,6.6,24.0,28.4,91.5,0.5,PM-Kisan
Banana,94.2,80.7,47.5,6.3,116.1,26.5,83.0,3.5,Fasal Bima Yojana
Rice,69.6,52.2,37.7,7.4,180.7,26.4,91.1,3.69,Paramparagat Krishi
Coconut,17.1,26.3,28.7,5.6,162.2,29.0,91.5,2.61,Paramparagat Krishi
Pigeonpeas,15.9,65.9,17.6,5.1,103.8,23.8,56.9,3.71,Paramparagat Krishi
Maize,64.2,55.0,24.2,6.5,69.2,25.4,71.8,4.0,Kisan Credit Card
Mango,20.9,32.2,26.0,6.8,98.1,31.8,45.4,1.29,Soil Health Card
Papaya,49.4,59.6,54.8,6.8,225.6,33.5,94.6,2.63,Paramparagat Krishi
Grapes,38.0,143.7,200.5,6.1,73.9,28.8,82.1,0.64,State Subsidy A
Kidneybeans,23.2,69.0,23.6,5.9,110.5,19.6,24.5,2.81,State Subsidy A
Pigeonpeas,32.2,74.1,21.3,6.0,136.1,21.0,46.6,5.24,Kisan Credit Card
Grapes,26.1,124.6,195.2,5.7,68.4,30.7,78.3,4.08,Fasal Bima Yojana
Mango,15.0,33.9,26.3,5.8,92.4,29.3,46.3,1.29,Fasal Bima Yojana
Coffee,113.1,26.7,28.6,7.5,169.0,24.1,51.4,1.44,PM-Kisan
Banana,86.2,94.9,49.7,6.2,111.3,27.9,83.0,2.95,Fasal Bima Yojana
Jute,60.6,57.9,44.9,6.8,155.3,24.5,81.3,1.16,Kisan Credit Card
Watermelon,95.2,27.0,52.2,6.8,55.4,25.3,83.2,2.07,Paramparagat Krishi
Muskmelon,85.1,21.0,45.4,6.5,23.8,28.2,93.9,0.21,PM-Kisan
Lentil,19.7,74.8,23.6,7.1,44.6,23.2,64.8,1.18,PM-Kisan
Mothbeans,19.6,44.1,17.3,5.3,64.7,28.4,51.2,2.6,State Subsidy A
Jute,82.4,48.0,36.3,6.3,152.2,24.6,86.0,2.56,Fasal Bima Yojana
Mothbeans,24.9,59.4,18.9,6.2,65.6,28.8,44.1,0.78,Kisan Credit Card
Chickpea,41.3,77.9,83.1,7.0,62.1,17.3,20.1,2.52,Soil Health Card
Apple,20.6,144.3,204.8,6.0,108.6,22.7,90.3,6.85,State Subsidy A
Kidneybeans,38.7,57.2,15.9,6.0,121.5,19.8,18.1,2.87,None
Orange,17.3,20.7,5.8,6.2,112.3,34.7,90.7,1.73,Fasal Bima Yojana
Orange,30.0,20.2,5.3,7.0,112.1,21.1,94.7,1.99,Soil Health Card
Lentil,37.1,64.9,19.9,6.9,42.8,21.4,69.2,4.06,Kisan Credit Card
Apple,34.4,136.8,198.8,5.9,115.2,21.7,94.2,6.61,None
Maize,71.7,42.5,20.3,6.4,93.8,22.2,74.6,6.6,PM-Kisan
Blackgram,58.3,79.3,16.8,7.1,69.5,27.1,63.1,2.37,Paramparagat Krishi
Papaya,43.3,63.6,46.2,6.8,123.1,43.1,91.6,1.38,Paramparagat Krishi
Watermelon,118.0,20.1,50.4,6.5,56.7,24.6,86.5,3.27,State Subsidy A
Pigeonpeas,24.0,61.6,19.4,5.7,151.7,25.7,56.9,4.08,Soil Health Card
Jute,86.9,54.4,40.5,6.5,165.0,25.5,72.7,4.05,Fasal Bima Yojana
Pomegranate,15.3,27.0,38.0,6.5,112.4,21.3,85.8,5.2,None
Muskmelon,80.9,17.5,49.3,6.6,24.3,28.5,93.3,2.29,None
Blackgram,45.8,55.6,23.2,7.4,66.6,29.2,69.5,1.66,PM-Kisan
Rice,79.4,44.8,39.0,6.7,279.8,27.0,90.2,2.6,Soil Health Card
Mango,15.7,19.5,26.8,5.2,92.7,34.5,53.4,1.73,Kisan Credit Card
Mungbean,21.7,46.4,15.1,6.9,41.3,29.5,83.1,3.55,Soil Health Card
Maize,70.7,51.3,19.0,6.6,83.7,21.6,67.0,1.87,Fasal Bima Yojana
Kidneybeans,25.0,58.0,18.0,5.6,92.6,22.6,27.6,0.26,Kisan Credit Card
Lentil,18.4,59.5,18.0,6.1,54.7,28.2,64.6,2.48,Paramparagat Krishi
Coconut,39.8,17.9,32.9,6.4,138.4,25.4,92.7,1.59,PM-Kisan
Orange,29.1,27.2,11.9,6.4,118.3,26.0,94.1,1.15,PM-Kisan
Muskmelon,102.3,29.3,47.3,6.5,25.6,29.7,91.2,3.9,Fasal Bima Yojana
Cotton,103.2,51.0,20.5,6.1,75.3,24.3,50.2,2.86,Kisan Credit Card
Blackgram,43.3,63.1,16.9,7.0,70.0,25.9,69.5,0.59,PM-Kisan
Pomegranate,16.8,23.9,36.7,6.4,113.1,18.5,88.2,1.59,Soil Health Card
Orange,39.5,23.9,6.0,6.4,109.6,28.4,93.9,2.83,Fasal Bima Yojana
Maize,66.2,41.1,16.4,6.4,77.5,22.5,72.4,1.9,Paramparagat Krishi
Kidneybeans,22.1,68.7,18.1,5.7,145.9,21.8,20.7,3.42,None
Mango,23.2,31.6,34.9,5.8,99.6,32.9,48.0,1.95,PM-Kisan
Mungbean,38.2,47.7,24.5,6.2,38.9,29.8,84.4,3.63,None
Watermelon,94.4,17.7,45.6,6.3,56.9,25.7,84.8,3.41,State Subsidy A
Chickpea,23.2,65.5,79.6,7.2,84.7,19.7,20.0,3.08,Fasal Bima Yojana
Watermelon,102.7,23.5,54.4,6.4,44.4,26.8,82.8,4.43,Fasal Bima Yojana
Rice,64.3,56.9,37.4,7.1,230.1,23.0,93.3,1.73,PM-Kisan
Blackgram,51.6,76.7,19.0,6.8,68.6,26.7,63.1,4.88,State Subsidy A
Orange,18.5,19.0,12.7,6.8,102.2,25.8,90.2,2.88,Fasal Bima Yojana
Banana,88.5,74.4,45.8,6.3,109.0,25.2,79.3,4.75,Fasal Bima Yojana
Cotton,118.0,51.3,17.5,6.0,60.3,25.7,66.9,2.07,Fasal Bima Yojana
Muskmelon,103.8,16.0,46.0,6.6,23.9,28.7,93.2,3.49,Kisan Credit Card
Papaya,52.7,66.5,54.1,6.5,239.6,42.3,94.3,3.06,None
Kidneybeans,29.0,71.6,21.0,6.0,108.7,16.3,19.3,6.08,Soil Health Card
Pomegranate,22.3,21.7,38.4,7.0,118.0,24.5,86.8,6.55,State Subsidy A
Papaya,33.1,66.0,54.8,6.7,242.8,42.8,91.2,3.19,State Subsidy A
Blackgram,54.9,76.6,24.8,7.5,74.3,29.8,62.0,1.83,PM-Kisan
Pomegranate,39.4,24.1,37.4,7.0,103.1,19.0,90.7,2.09,Soil Health Card
Muskmelon,89.3,18.7,45.5,6.4,28.7,27.4,93.8,2.48,Paramparagat Krishi
Papaya,36.6,52.8,52.9,6.6,209.6,36.7,92.8,3.22,None
Pigeonpeas,25.2,72.5,21.3,6.9,140.4,27.5,43.3,2.07,Kisan Credit Card
Mungbean,23.9,53.3,24.4,6.9,57.4,28.5,88.5,1.53,State Subsidy A
Cotton,131.2,48.7,20.8,7.9,80.1,25.3,59.6,5.46,PM-Kisan
Pomegranate,23.6,27.7,38.0,6.6,115.8,18.1,86.6,1.56,PM-Kisan
Rice,79.8,51.8,36.6,7.0,299.5,24.4,90.9,0.09,Kisan Credit Card
Blackgram,39.1,56.9,22.3,7.0,60.3,27.3,63.5,2.67,Paramparagat Krishi
Kidneybeans,29.2,77.2,21.8,5.7,130.5,17.2,26.0,2.94,State Subsidy A
Mungbean,37.0,43.4,20.7,7.2,36.6,29.0,82.6,2.49,Fasal Bima Yojana
Coconut,15.7,23.6,28.7,6.0,187.6,28.3,95.6,2.72,None
Mango,23.8,33.8,32.4,6.7,92.1,29.3,50.7,0.81,Kisan Credit Card
Muskmelon,94.4,18.4,46.5,6.1,27.6,27.6,93.8,3.77,Soil Health Card
Jute,65.6,37.9,36.8,7.1,154.8,24.1,76.3,0.9,Kisan Credit Card
Mungbean,21.6,56.7,17.9,7.2,37.5,27.6,82.7,1.04,Soil Health Card
Lentil,32.8,63.0,24.4,7.2,40.5,18.5,63.5,3.95,Paramparagat Krishi
Watermelon,88.5,18.6,52.3,6.2,46.2,25.2,81.7,3.94,PM-Kisan
Chickpea,49.6,75.6,79.1,7.4,60.5,19.2,16.4,0.4,PM-Kisan
Orange,17.2,20.7,11.3,6.8,108.9,17.7,91.3,2.09,None
Coconut,26.9,18.0,30.3,5.9,133.6,27.1,95.6,6.48,None
Maize,80.6,52.3,18.3,6.8,109.2,19.9,72.7,1.44,Paramparagat Krishi
Coffee,89.8,28.0,31.7,7.5,113.4,23.5,67.9,4.15,Kisan Credit Card
Watermelon,111.8,20.4,49.4,6.9,47.3,24.7,82.8,2.19,Kisan Credit Card
Coconut,15.7,21.8,32.6,5.9,148.9,27.9,91.8,3.04,State Subsidy A
Maize,78.6,45.6,19.3,6.6,82.0,21.6,56.9,1.51,Fasal Bima Yojana
Maize,88.4,58.1,17.4,6.2,65.1,23.5,64.5,4.03,PM-Kisan
Coffee,93.7,22.0,29.6,7.0,148.3,26.0,57.1,2.4,Kisan Credit Card
Blackgram,56.3,69.1,21.2,6.9,71.6,27.6,67.9,7.45,State Subsidy A
Coffee,96.4,23.8,28.1,6.5,132.9,26.0,68.8,2.45,Fasal Bima Yojana
Papaya,48.2,46.6,46.1,6.6,203.9,24.8,93.2,5.06,Paramparagat Krishi
Orange,28.6,25.0,8.2,6.6,114.3,20.1,94.5,1.16,Fasal Bima Yojana
Lentil,26.7,78.7,18.6,6.1,54.6,25.2,63.5,5.22,Kisan Credit Card
Pigeonpeas,19.8,58.8,24.0,5.5,110.0,18.3,41.6,2.93,Soil Health Card
Apple,32.1,141.0,202.4,5.7,116.6,23.9,90.9,5.39,Kisan Credit Card
Maize,91.8,49.4,18.9,6.7,103.4,26.9,72.6,1.85,Paramparagat Krishi
Mothbeans,35.9,59.4,18.4,4.7,47.9,31.4,61.2,0.69,PM-Kisan
Lentil,33.8,60.9,20.5,6.7,36.8,28.3,66.7,0.64,PM-Kisan
Mothbeans,29.3,57.2,20.8,5.2,34.6,24.3,44.1,3.59,Fasal Bima Yojana
Kidneybeans,15.5,74.7,19.3,5.8,143.2,17.0,21.4,4.01,Soil Health Card
Grapes,39.6,125.4,201.9,6.5,73.6,8.8,81.7,2.81,Soil Health Card
Muskmelon,98.4,16.0,51.2,6.7,20.6,29.8,89.6,2.27,State Subsidy A
Mothbeans,33.6,46.7,23.9,4.7,58.3,27.3,46.5,3.72,PM-Kisan
Mango,34.2,19.0,32.4,6.1,89.0,32.3,47.8,1.04,Paramparagat Krishi
Apple,37.5,141.7,196.6,6.3,109.8,22.2,90.4,1.19,PM-Kisan
Grapes,31.0,141.7,198.4,5.6,74.2,25.3,80.3,1.89,Soil Health Card
Muskmelon,100.2,23.6,47.1,6.3,29.4,29.5,89.7,4.01,Fasal Bima Yojana
Papaya,46.5,69.1,53.8,7.0,193.5,39.3,94.9,2.53,State Subsidy A
Lentil,25.9,71.1,20.8,6.5,50.5,22.4,69.3,3.33,Fasal Bima Yojana
Pigeonpeas,39.9,77.7,23.8,5.0,106.2,28.5,43.7,2.4,Paramparagat Krishi
Maize,71.2,49.2,16.7,6.4,79.5,25.2,71.4,3.25,Kisan Credit Card
Mango,30.6,27.5,30.9,6.7,87.3,27.6,49.7,2.86,Fasal Bima Yojana
Chickpea,54.4,78.2,80.5,7.4,66.6,17.7,20.5,0.49,PM-Kisan
Banana,95.0,76.6,45.4,5.7,112.1,25.2,79.5,4.64,Paramparagat Krishi
Coffee,90.2,17.8,30.6,6.9,190.8,26.3,59.3,2.51,Fasal Bima Yojana
Coconut,17.6,24.5,25.9,5.7,209.5,28.8,92.3,3.13,Kisan Credit Card
Papaya,39.4,66.3,54.6,7.0,180.5,31.1,94.8,3.68,State Subsidy A
Rice,81.9,53.8,37.0,7.0,242.7,25.9,80.1,5.14,PM-Kisan
Lentil,19.8,60.5,20.3,6.5,37.1,22.6,67.8,6.57,Paramparagat Krishi
Papaya,46.9,69.0,46.1,6.7,126.5,27.1,91.7,4.44,None
Apple,20.7,124.9,197.2,6.5,109.5,23.1,92.1,3.87,Soil Health Card
Muskmelon,92.6,23.8,48.1,6.3,24.5,28.0,90.1,3.19,State Subsidy A
Coconut,18.9,29.9,25.1,6.0,184.5,27.2,96.3,3.46,Fasal Bima Yojana
Pomegranate,29.5,17.3,38.1,6.0,106.7,21.6,94.0,5.01,Fasal Bima Yojana
Mothbeans,25.5,38.8,17.1,5.2,51.7,26.0,61.4,4.91,Soil Health Card
Pigeonpeas,30.2,75.4,20.7,6.1,153.6,20.4,48.4,0.74,Fasal Bima Yojana
Kidneybeans,21.3,73.9,23.0,6.0,110.5,22.3,21.9,6.51,Soil Health Card
Kidneybeans,21.4,79.6,17.0,5.7,135.2,24.2,20.2,1.5,PM-Kisan
Kidneybeans,18.2,64.6,22.1,5.6,139.8,17.7,26.2,4.61,Kisan Credit Card
Banana,114.1,93.9,52.8,6.2,110.0,29.7,78.4,1.81,PM-Kisan
Banana,111.8,90.6,50.9,6.1,95.6,26.5,75.4,4.24,Soil Health Card
Cotton,127.5,40.4,21.3,8.0,70.1,24.6,64.3,5.92,Paramparagat Krishi
Jute,88.6,37.1,36.9,6.8,156.6,24.1,79.3,2.75,Fasal Bima Yojana
Mango,15.6,36.0,25.8,4.7,85.9,27.2,46.3,2.27,State Subsidy A
Blackgram,55.7,58.5,19.2,7.1,65.6,26.3,62.7,5.08,Paramparagat Krishi
Orange,22.6,15.8,14.5,6.6,101.8,23.6,91.8,2.79,None
Pigeonpeas,26.2,58.0,21.3,5.5,114.0,21.1,42.7,4.06,State Subsidy A
Muskmelon,93.6,28.6,53.3,6.7,29.5,27.2,93.6,6.1,Soil Health Card
Mungbean,20.8,45.2,17.0,6.9,41.5,29.6,84.3,1.79,Soil Health Card
Grapes,26.8,129.8,196.5,6.2,71.2,32.2,78.3,4.54,Fasal Bima Yojana
Coconut,37.7,17.2,32.2,5.9,226.1,26.3,94.5,2.05,PM-Kisan
Muskmelon,86.7,29.1,52.1,6.6,20.7,28.1,91.1,4.47,Paramparagat Krishi
Papaya,57.6,58.1,53.9,6.7,204.1,24.6,90.4,1.95,Kisan Credit Card
Banana,93.4,91.4,47.9,5.8,99.1,29.4,81.8,3.16,Kisan Credit Card
Grapes,17.8,122.1,199.7,5.5,71.8,16.5,80.2,3.51,PM-Kisan
Blackgram,55.0,77.4,15.4,6.7,68.0,25.8,60.8,2.26,Paramparagat Krishi
Banana,91.8,76.4,48.0,5.7,90.1,27.6,75.7,6.59,Soil Health Card
Muskmelon,98.4,21.7,50.7,6.5,22.7,27.5,91.4,1.19,Paramparagat Krishi
Apple,15.2,121.0,196.3,6.1,117.9,23.8,90.3,2.79,Fasal Bima Yojana
Coconut,21.5,18.8,33.9,6.2,218.0,28.5,94.9,2.73,Soil Health Card
Banana,97.3,74.5,49.6,6.1,93.4,26.0,82.3,1.03,State Subsidy A
Mothbeans,30.2,40.3,21.7,8.2,31.0,27.3,43.9,2.34,None
Orange,15.1,27.8,6.7,6.7,103.8,18.1,92.2,3.69,Kisan Credit Card
Kidneybeans,23.0,59.9,23.0,5.7,127.2,20.4,22.4,3.79,PM-Kisan
Jute,85.4,51.4,35.5,6.3,160.7,24.9,81.8,6.46,Kisan Credit Card
Papaya,49.7,56.9,51.5,6.9,176.2,42.9,93.9,2.79,None
Chickpea,25.8,72.1,83.7,7.6,71.7,20.7,19.1,0.81,PM-Kisan
Muskmelon,82.8,21.1,46.4,6.4,29.1,29.8,94.4,5.49,State Subsidy A
Maize,66.0,58.3,24.9,6.5,74.0,21.2,68.7,1.36,Kisan Credit Card
Maize,96.7,47.4,22.7,7.0,71.9,18.9,72.5,1.9,Soil Health Card
Jute,74.7,41.4,40.6,7.5,178.5,24.3,83.6,5.48,Fasal Bima Yojana
Watermelon,89.3,25.6,49.3,6.7,54.8,26.0,84.1,1.69,PM-Kisan
Pomegranate,33.2,20.5,44.7,6.3,112.9,20.7,93.3,3.84,Fasal Bima Yojana
Mothbeans,17.8,41.4,20.1,7.2,67.4,31.1,58.4,3.19,State Subsidy A
Coffee,113.7,27.6,26.1,6.8,177.4,23.5,69.6,1.82,PM-Kisan
Cotton,135.0,50.1,18.7,7.5,86.3,22.5,52.5,2.52,Fasal Bima Yojana
Pigeonpeas,15.8,67.6,15.4,6.9,129.2,26.2,53.1,7.13,Fasal Bima Yojana
Mothbeans,37.5,46.2,23.1,5.7,67.2,29.9,64.9,2.0,Paramparagat Krishi
Papaya,50.4,45.4,45.7,7.0,149.2,33.8,91.5,3.9,Fasal Bima Yojana
Watermelon,98.0,23.4,51.7,6.8,44.3,26.6,84.5,3.6,State Subsidy A
Mango,17.2,26.3,30.5,6.3,91.3,33.3,46.7,2.58,None
Maize,89.9,54.5,20.6,6.1,86.7,24.2,64.7,1.32,Kisan Credit Card
Rice,88.8,47.0,41.8,7.3,275.3,23.5,91.7,1.12,PM-Kisan
Muskmelon,117.9,18.1,48.3,6.5,21.2,29.8,94.3,2.18,State Subsidy A
Mango,22.1,19.9,28.8,5.4,90.9,29.9,52.3,3.36,None
Jute,60.5,54.8,36.4,6.8,168.6,23.7,84.9,6.39,Fasal Bima Yojana
Watermelon,103.5,22.9,54.3,6.6,59.6,24.7,80.5,4.98,PM-Kisan
Apple,29.2,120.9,198.3,5.7,114.2,24.0,93.5,4.67,PM-Kisan
Chickpea,52.9,76.1,77.8,6.6,60.0,21.3,23.1,0.96,Soil Health Card
Cotton,116.1,45.4,23.7,6.4,72.2,23.5,58.0,2.34,Fasal Bima Yojana
Cotton,116.7,49.1,16.9,8.0,69.8,25.3,65.9,2.84,State Subsidy A
Pigeonpeas,27.6,72.5,21.9,6.7,131.6,19.5,57.1,3.58,Paramparagat Krishi
Banana,83.6,91.5,54.7,5.5,107.4,27.3,83.0,3.02,Kisan Credit Card
Pomegranate,26.0,27.2,42.1,6.1,108.2,21.1,94.6,3.12,Fasal Bima Yojana
Lentil,29.8,73.0,23.2,7.4,39.5,18.7,67.3,2.69,PM-Kisan
Rice,64.7,48.5,42.7,6.6,193.3,20.4,82.8,1.29,PM-Kisan
Lentil,23.5,55.2,19.8,6.0,48.5,22.0,68.7,4.6,Soil Health Card
Coconut,39.9,27.9,26.6,5.6,213.2,25.5,95.4,1.52,Kisan Credit Card
Rice,62.3,46.7,44.4,6.2,228.8,23.6,92.0,4.15,PM-Kisan
Muskmelon,80.7,25.4,47.7,6.1,23.4,29.8,93.0,1.57,Kisan Credit Card
Banana,118.5,89.1,46.8,6.5,107.0,25.5,84.5,2.53,None
Blackgram,38.8,62.4,15.8,7.3,68.5,29.5,63.8,4.63,Fasal Bima Yojana
Pomegranate,38.0,19.1,41.6,7.0,116.9,20.7,85.7,3.15,Paramparagat Krishi
Apple,29.1,125.7,202.9,5.7,120.7,23.6,90.8,1.46,Kisan Credit Card
Maize,88.2,55.2,24.1,6.9,87.3,18.1,68.1,6.8,Paramparagat Krishi
Kidneybeans,21.0,72.1,24.8,5.8,97.8,17.8,23.0,0.86,Kisan Credit Card
Jute,77.1,45.6,37.2,6.5,196.0,23.1,70.8,4.12,Paramparagat Krishi
Muskmelon,96.6,21.6,47.2,6.4,24.5,28.5,94.4,5.16,Fasal Bima Yojana
Mungbean,19.4,46.1,18.9,6.4,45.5,27.6,87.2,1.62,PM-Kisan
Apple,24.0,127.6,197.3,5.8,119.2,22.5,94.8,1.05,Paramparagat Krishi
Coconut,24.3,16.0,32.0,6.0,142.2,26.5,92.2,2.6,Kisan Credit Card
Cotton,114.6,48.2,16.0,7.5,61.3,23.6,53.9,3.49,Paramparagat Krishi
Cotton,138.1,36.1,23.1,6.4,78.6,23.9,53.8,2.47,State Subsidy A
Jute,75.7,55.0,41.5,6.9,189.3,26.0,76.1,3.42,Kisan Credit Card
Mungbean,37.0,47.7,23.8,6.4,59.7,27.8,83.0,1.11,Fasal Bima Yojana
Apple,36.0,139.0,204.5,5.9,112.1,22.3,90.6,2.83,Soil Health Card
Pomegranate,25.2,21.1,36.2,6.9,112.8,19.6,90.9,1.31,PM-Kisan
Pomegranate,24.7,29.9,38.9,6.6,110.5,20.2,87.4,2.21,Fasal Bima Yojana
Banana,80.0,72.0,51.7,6.3,94.0,28.7,80.1,1.78,PM-Kisan
Coconut,39.5,27.3,27.7,6.2,164.5,28.5,97.4,3.96,State Subsidy A
Mungbean,20.6,38.9,17.1,6.9,35.3,27.5,83.8,2.57,Soil Health Card
Coconut,37.4,27.9,34.0,5.7,131.8,25.1,94.6,2.1,State Subsidy A
Apple,15.5,144.8,201.2,6.4,121.5,22.0,90.3,3.06,Paramparagat Krishi
Blackgram,44.6,58.7,19.4,6.7,61.0,28.2,67.2,2.9,PM-Kisan
Apple,38.9,144.6,197.3,5.9,110.0,21.3,95.0,0.83,PM-Kisan
Cotton,119.4,57.8,17.1,7.3,85.5,24.5,63.1,3.71,Kisan Credit Card
Watermelon,85.5,16.9,54.4,6.7,47.1,24.8,89.9,4.47,Paramparagat Krishi
Maize,75.6,52.5,22.4,5.6,71.3,20.4,55.5,3.05,Soil Health Card
Muskmelon,85.3,22.8,47.1,6.5,28.1,29.5,93.9,1.43,State Subsidy A
Watermelon,92.4,19.0,47.3,6.3,52.9,24.0,84.2,5.85,State Subsidy A
Kidneybeans,18.7,60.1,19.4,5.6,108.0,19.5,18.1,2.08,State Subsidy A
Pigeonpeas,27.1,58.3,18.6,5.5,101.8,21.4,42.0,2.71,Paramparagat Krishi
Muskmelon,93.4,20.5,47.1,6.1,23.7,28.1,91.8,3.1,Kisan Credit Card
Lentil,21.2,70.6,18.6,6.8,37.3,27.5,68.3,2.42,Soil Health Card
Mango,16.4,33.8,26.6,5.4,97.2,27.7,45.5,5.96,None
Apple,28.7,135.7,201.1,6.2,110.7,21.7,94.0,5.93,State Subsidy A
Kidneybeans,17.3,57.0,15.1,5.6,141.7,20.7,18.3,6.6,Fasal Bima Yojana
Lentil,35.6,72.9,24.2,6.3,35.5,18.7,62.9,4.33,Fasal Bima Yojana
Muskmelon,97.3,20.0,48.9,6.3,21.7,27.7,91.8,3.23,PM-Kisan
Cotton,137.3,39.9,21.4,6.9,82.4,22.1,60.2,3.26,State Subsidy A
Lentil,36.6,57.2,15.6,7.0,42.0,22.3,62.3,5.28,Fasal Bima Yojana
Watermelon,86.8,28.5,53.0,6.9,47.4,25.4,85.0,1.94,Paramparagat Krishi
Mango,19.1,36.8,32.9,6.0,85.8,33.4,51.4,3.2,State Subsidy A
Coffee,110.0,19.7,32.3,7.3,125.7,26.7,69.9,6.33,Paramparagat Krishi
Muskmelon,115.3,25.1,48.4,6.0,20.7,29.8,88.6,5.33,Fasal Bima Yojana
Muskmelon,97.7,28.0,46.8,6.6,27.2,28.9,94.2,4.03,Soil Health Card
Blackgram,43.3,73.9,15.8,7.4,69.6,27.8,66.8,2.69,Paramparagat Krishi
Jute,62.7,47.3,42.6,6.1,168.9,25.0,89.9,2.32,Fasal Bima Yojana
Coconut,25.7,15.4,26.5,6.3,179.1,27.2,96.9,4.7,Kisan Credit Card
Chickpea,57.1,70.7,83.3,7.4,86.2,19.2,19.6,2.65,Paramparagat Krishi
Mothbeans,22.0,46.1,18.9,6.3,49.7,25.1,56.2,1.75,PM-Kisan
Pigeonpeas,16.7,62.7,18.6,5.2,129.4,19.7,44.5,1.27,State Subsidy A
Coconut,37.4,17.6,30.9,5.8,169.1,28.8,97.9,1.84,PM-Kisan
Banana,103.1,90.5,49.3,6.4,101.6,25.9,82.2,1.56,PM-Kisan
Rice,61.6,47.5,44.3,6.6,238.3,22.5,93.2,2.55,Paramparagat Krishi
Banana,89.2,85.4,53.4,6.5,105.9,26.3,81.8,0.57,PM-Kisan
Blackgram,41.1,58.9,21.8,6.6,73.8,28.3,65.7,1.78,State Subsidy A
Muskmelon,106.1,21.8,47.4,6.3,20.3,29.9,91.4,2.86,Paramparagat Krishi
Apple,35.1,144.6,197.0,5.9,110.4,23.9,93.7,6.1,Fasal Bima Yojana
Cotton,109.0,43.8,18.9,6.9,64.3,22.0,63.9,2.39,Soil Health Card
Coconut,17.7,22.5,29.8,6.4,161.2,25.8,90.1,5.69,None
Watermelon,82.6,15.2,51.2,6.5,55.6,25.8,86.6,1.81,Kisan Credit Card
Coffee,109.3,17.9,28.7,7.3,180.6,24.4,60.0,2.63,Paramparagat Krishi
Muskmelon,119.3,18.6,46.9,6.2,25.2,27.6,89.0,2.31,Fasal Bima Yojana
Muskmelon,83.7,25.8,49.1,6.3,22.5,28.2,88.0,1.67,Kisan Credit Card
Apple,39.5,120.9,205.0,6.0,111.0,23.8,92.5,4.7,PM-Kisan
